Time,Level,Mode,NewRate,Rate,Output
48,0.6,0.3,,0.045454545454546,
57,0.6,0.3,,0.023923444976077,
33,0.6,0.3,,0.107438016528926,
24,0.6,0.3,,0.181818181818182,
32,0.6,0.3,,0.113636363636364,
9,0.6,0.3,,0.636363636363636,
28,0.6,0.3,,0.142857142857143,
22,0.6,0.3,,0.206611570247934,
59,0.6,0.3,,0.020030816640986,
42,0.6,0.3,,0.064935064935065,
8,0.6,0.3,,0.727272727272727,
22,0.6,0.3,,0.206611570247934,
31,0.6,0.3,,0.120234604105572,
56,0.6,0.3,,0.025974025974026,
16,0.6,0.3,,0.318181818181818,
18,0.6,0.3,,0.272727272727273,
54,0.6,0.3,,0.03030303030303,
12,0.6,0.3,,0.454545454545454,
28,0.6,0.3,,0.142857142857143,
30,0.6,0.3,,0.127272727272727,
12,0.6,0.3,,0.454545454545454,
52,0.6,0.3,,0.034965034965035,
25,0.6,0.3,,0.170909090909091,
20,0.6,0.3,,0.236363636363636,
30,0.6,0.3,,0.127272727272727,
50,0.6,0.3,,0.04,
50,0.6,0.3,,0.04,
34,0.6,0.3,,0.101604278074866,
29,0.6,0.3,,0.134796238244514,
40,0.6,0.3,,0.072727272727273,
32,0.6,0.3,,0.113636363636364,
40,0.6,0.3,,0.072727272727273,
32,0.6,0.3,,0.113636363636364,
51,0.6,0.3,,0.037433155080214,
28,0.6,0.3,,0.142857142857143,
33,0.6,0.3,,0.107438016528926,
36,0.6,0.3,,0.090909090909091,
26,0.6,0.3,,0.160839160839161,
31,0.6,0.3,,0.120234604105572,
27,0.6,0.3,,0.151515151515152,
25,0.6,0.3,,0.170909090909091,
38,0.6,0.3,,0.08133971291866,
31,0.6,0.3,,0.120234604105572,
32,0.6,0.3,,0.113636363636364,
14,0.6,0.3,,0.376623376623377,
19,0.6,0.3,,0.253588516746411,
19,0.6,0.3,,0.253588516746411,
53,0.6,0.3,,0.032590051457976,
47,0.6,0.3,,0.048355899419729,
50,0.6,0.3,,0.04,
43,0.6,0.3,,0.061310782241015,
41,0.6,0.3,,0.068736141906874,
19,0.6,0.3,,0.253588516746411,
19,0.6,0.3,,0.253588516746411,
41,0.6,0.3,,0.068736141906874,
24,0.6,0.3,,0.181818181818182,
43,0.6,0.3,,0.061310782241015,
27,0.6,0.3,,0.151515151515152,
37,0.6,0.3,,0.085995085995086,
45,0.6,0.3,,0.054545454545455,
39,0.6,0.3,,0.076923076923077,
40,0.6,0.3,,0.072727272727273,
38,0.6,0.3,,0.08133971291866,
32,0.6,0.3,,0.113636363636364,
25,0.6,0.3,,0.170909090909091,
18,0.6,0.3,,0.272727272727273,
31,0.6,0.3,,0.120234604105572,
46,0.6,0.3,,0.051383399209486,
50,0.6,0.3,,0.04,
23,0.6,0.3,,0.193675889328063,
45,0.6,0.3,,0.054545454545455,
33,0.6,0.3,,0.107438016528926,
20,0.6,0.3,,0.236363636363636,
51,0.6,0.3,,0.037433155080214,
39,0.6,0.3,,0.076923076923077,
43,0.6,0.3,,0.061310782241015,
18,0.6,0.3,,0.272727272727273,
49,0.6,0.3,,0.042671614100186,
33,0.6,0.3,,0.107438016528926,
22,0.6,0.3,,0.206611570247934,
37,0.6,0.3,,0.085995085995086,
22,0.6,0.3,,0.206611570247934,
46,0.6,0.3,,0.051383399209486,
31,0.6,0.3,,0.120234604105572,
25,0.6,0.3,,0.170909090909091,
48,0.6,0.3,,0.045454545454546,
24,0.6,0.3,,0.181818181818182,
36,0.6,0.3,,0.090909090909091,
19,0.6,0.3,,0.253588516746411,
35,0.6,0.3,,0.096103896103896,
61,0.6,0.3,,0.016393442622951,
47,0.6,0.3,,0.048355899419729,
33,0.6,0.3,,0.107438016528926,
55,0.6,0.3,,0.028099173553719,
29,0.6,0.3,,0.134796238244514,
44,0.6,0.3,,0.057851239669422,
23,0.6,0.3,,0.193675889328063,
39,0.6,0.3,,0.076923076923077,
14,0.6,0.3,,0.376623376623377,
19,0.6,0.3,,0.253588516746411,
20,0.6,0.3,,0.236363636363636,
27,0.6,0.3,,0.151515151515152,
20,0.6,0.3,,0.236363636363636,
50,0.6,0.3,,0.04,
37,0.6,0.3,,0.085995085995086,
35,0.6,0.3,,0.096103896103896,
42,0.6,0.3,,0.064935064935065,
41,0.6,0.3,,0.068736141906874,
39,0.6,0.3,,0.076923076923077,
7,0.6,0.3,,0.844155844155844,
29,0.6,0.3,,0.134796238244514,
32,0.6,0.3,,0.113636363636364,
15,0.6,0.3,,0.345454545454545,
40,0.6,0.3,,0.072727272727273,
63,0.6,0.3,,0.012987012987013,
30,0.6,0.3,,0.127272727272727,
27,0.6,0.3,,0.151515151515152,
40,0.6,0.3,,0.072727272727273,
23,0.6,0.3,,0.193675889328063,
23,0.6,0.3,,0.193675889328063,
26,0.6,0.3,,0.160839160839161,
53,0.6,0.3,,0.032590051457976,
9,0.6,0.3,,0.636363636363636,
49,0.6,0.3,,0.042671614100186,
46,0.6,0.3,,0.051383399209486,
46,0.6,0.3,,0.051383399209486,
40,0.6,0.3,,0.072727272727273,
65,0.6,0.3,,0.00979020979021,
24,0.6,0.3,,0.181818181818182,
13,0.6,0.3,,0.412587412587413,
7,0.6,0.3,,0.844155844155844,
39,0.6,0.3,,0.076923076923077,
12,0.6,0.3,,0.454545454545454,
44,0.6,0.3,,0.057851239669422,
31,0.6,0.3,,0.120234604105572,
41,0.6,0.3,,0.068736141906874,
19,0.6,0.3,,0.253588516746411,
47,0.6,0.3,,0.048355899419729,
49,0.6,0.3,,0.042671614100186,
31,0.6,0.3,,0.120234604105572,
10,0.6,0.3,,0.563636363636364,
30,0.6,0.3,,0.127272727272727,
16,0.6,0.3,,0.318181818181818,
35,0.6,0.3,,0.096103896103896,
48,0.6,0.3,,0.045454545454546,
27,0.6,0.3,,0.151515151515152,
27,0.6,0.3,,0.151515151515152,
39,0.6,0.3,,0.076923076923077,
27,0.6,0.3,,0.151515151515152,
55,0.6,0.3,,0.028099173553719,
49,0.6,0.3,,0.042671614100186,
24,0.6,0.3,,0.181818181818182,
34,0.6,0.3,,0.101604278074866,
53,0.6,0.3,,0.032590051457976,
45,0.6,0.3,,0.054545454545455,
52,0.6,0.3,,0.034965034965035,
29,0.6,0.3,,0.134796238244514,
6,0.6,0.3,,1,
25,0.6,0.3,,0.170909090909091,
32,0.6,0.3,,0.113636363636364,
46,0.6,0.3,,0.051383399209486,
41,0.6,0.3,,0.068736141906874,
13,0.6,0.3,,0.412587412587413,
23,0.6,0.3,,0.193675889328063,
15,0.6,0.3,,0.345454545454545,
52,0.6,0.3,,0.034965034965035,
34,0.6,0.3,,0.101604278074866,
31,0.6,0.3,,0.120234604105572,
41,0.6,0.3,,0.068736141906874,
35,0.6,0.3,,0.096103896103896,
37,0.6,0.3,,0.085995085995086,
26,0.6,0.3,,0.160839160839161,
50,0.6,0.3,,0.04,
33,0.6,0.3,,0.107438016528926,
50,0.6,0.3,,0.04,
39,0.6,0.3,,0.076923076923077,
31,0.6,0.3,,0.120234604105572,
16,0.6,0.3,,0.318181818181818,
34,0.6,0.3,,0.101604278074866,
24,0.6,0.3,,0.181818181818182,
27,0.6,0.3,,0.151515151515152,
30,0.6,0.3,,0.127272727272727,
61,0.6,0.3,,0.016393442622951,
24,0.6,0.3,,0.181818181818182,
29,0.6,0.3,,0.134796238244514,
55,0.6,0.3,,0.028099173553719,
43,0.6,0.3,,0.061310782241015,
18,0.6,0.3,,0.272727272727273,
33,0.6,0.3,,0.107438016528926,
35,0.6,0.3,,0.096103896103896,
54,0.6,0.3,,0.03030303030303,
31,0.6,0.3,,0.120234604105572,
10,0.6,0.3,,0.563636363636364,
34,0.6,0.3,,0.101604278074866,
36,0.6,0.3,,0.090909090909091,
34,0.6,0.3,,0.101604278074866,
24,0.6,0.3,,0.181818181818182,
53,0.6,0.3,,0.032590051457976,
33,0.6,0.3,,0.107438016528926,
35,0.6,0.3,,0.096103896103896,
31,0.6,0.3,,0.120234604105572,
41,0.6,0.3,,0.068736141906874,
56,0.6,0.3,,0.025974025974026,
49,0.6,0.3,,0.042671614100186,
42,0.6,0.3,,0.064935064935065,
56,0.6,0.3,,0.025974025974026,
11,0.6,0.3,,0.504132231404959,
42,0.6,0.3,,0.064935064935065,
24,0.6,0.3,,0.181818181818182,
42,0.6,0.3,,0.064935064935065,
23,0.6,0.3,,0.193675889328063,
21,0.6,0.3,,0.220779220779221,
23,0.6,0.3,,0.193675889328063,
25,0.6,0.3,,0.170909090909091,
40,0.6,0.3,,0.072727272727273,
53,0.6,0.3,,0.032590051457976,
32,0.6,0.3,,0.113636363636364,
21,0.6,0.3,,0.220779220779221,
39,0.6,0.3,,0.076923076923077,
28,0.6,0.3,,0.142857142857143,
41,0.6,0.3,,0.068736141906874,
49,0.6,0.3,,0.042671614100186,
42,0.6,0.3,,0.064935064935065,
45,0.6,0.3,,0.054545454545455,
39,0.6,0.3,,0.076923076923077,
24,0.6,0.3,,0.181818181818182,
21,0.6,0.3,,0.220779220779221,
46,0.6,0.3,,0.051383399209486,
36,0.6,0.3,,0.090909090909091,
30,0.6,0.3,,0.127272727272727,
45,0.6,0.3,,0.054545454545455,
33,0.6,0.3,,0.107438016528926,
30,0.6,0.3,,0.127272727272727,
38,0.6,0.3,,0.08133971291866,
46,0.6,0.3,,0.051383399209486,
43,0.6,0.3,,0.061310782241015,
42,0.6,0.3,,0.064935064935065,
