Time,Level,Mode,NewRate,Rate,Output
76,0.3,0.9,,0.764481034989709,
116,0.6,0.9,,0.308225775380466,
91,0.6,0.9,,0.546380993308368,
87,0.3,0.9,,0.597187439799653,
137,0.9,0.9,,0.175345593932227,
153,0.9,0.9,,0.09858692080184,
137,0.9,0.9,,0.175345593932227,
106,0.6,0.9,,0.390007378517972,
96,0.6,0.9,,0.488826815642458,
168,0.9,0.9,,0.039904229848364,
159,0.9,0.9,,0.073785179719616,
109,0.6,0.9,,0.363897288708933,
165,0.9,0.9,,0.05078720162519,
83,0.3,0.9,,0.652890893181665,
175,0.9,0.9,,0.015961691939346,
60,0.3,0.9,,1,
71,0.3,0.9,,0.857659926036667,
50,0.3,0.9,,1,
82,0.3,0.9,,0.66766589453604,
28,0.9,0.9,,1,
135,0.9,0.9,,0.186219739292365,
46,0.9,0.9,,1,
82,0.3,0.9,,0.66766589453604,
130,0.6,0.9,,0.214868929952729,
103,0.6,0.9,,0.417638444432391,
108,0.6,0.9,,0.37243947858473,
93,0.6,0.9,,0.522616687691476,
149,0.9,0.9,,0.116231112444228,
94,0.6,0.9,,0.511113752525853,
95,0.6,0.9,,0.499852984416348,
63,0.3,0.9,,1,
111,0.6,0.9,,0.347274648950627,
149,0.9,0.9,,0.116231112444228,
70,0.3,0.9,,0.877893056664006,
90,0.3,0.9,,0.558659217877095,
60,0.3,0.9,,1,
61,0.3,0.9,,1,
156,0.9,0.9,,0.085947571981092,
26,0.9,0.9,,1,
23,0.9,0.9,,1,
23,0.9,0.9,,1,
11,0.9,0.9,,1,
118,0.6,0.9,,0.29353280939305,
152,0.9,0.9,,0.102910908556307,
30,0.9,0.9,,1,
161,0.9,0.9,,0.065928727575558,
161,0.9,0.9,,0.065928727575558,
93,0.6,0.9,,0.522616687691476,
113,0.6,0.9,,0.331240421219162,
74,0.3,0.9,,0.800241582364487,
160,0.9,0.9,,0.069832402234637,
122,0.6,0.9,,0.265592087187471,
115,0.6,0.9,,0.315763905756619,
71,0.3,0.9,,0.857659926036667,
88,0.3,0.9,,0.58405281868969,
102,0.6,0.9,,0.427209990141308,
158,0.9,0.9,,0.077787992362634,
36,0.9,0.9,,1,
128,0.6,0.9,,0.22695530726257,
137,0.9,0.9,,0.175345593932227,
131,0.9,0.9,,0.208964134931127,
88,0.3,0.9,,0.58405281868969,
141,0.9,0.9,,0.154522762391537,
174,0.9,0.9,,0.019264110961279,
128,0.6,0.9,,0.22695530726257,
135,0.9,0.9,,0.186219739292365,
111,0.6,0.9,,0.347274648950627,
124,0.6,0.9,,0.252297711299333,
60,0.3,0.9,,1,
105,0.6,0.9,,0.399042298483639,
34,0.9,0.9,,1,
161,0.9,0.9,,0.065928727575558,
65,0.3,0.9,,0.988397077782552,
124,0.6,0.9,,0.252297711299333,
59,0.3,0.9,,1,
169,0.9,0.9,,0.036362434299693,
122,0.6,0.9,,0.265592087187471,
111,0.6,0.9,,0.347274648950627,
110,0.6,0.9,,0.355510411376333,
96,0.6,0.9,,0.488826815642458,
157,0.9,0.9,,0.081841796249511,
78,0.3,0.9,,0.730554361839278,
67,0.3,0.9,,0.942216292837488,
73,0.3,0.9,,0.818856661819851,
116,0.6,0.9,,0.308225775380466,
12,0.9,0.9,,1,
164,0.9,0.9,,0.054503338329473,
131,0.9,0.9,,0.208964134931127,
129,0.6,0.9,,0.220865272183968,
124,0.6,0.9,,0.252297711299333,
129,0.6,0.9,,0.220865272183968,
142,0.9,0.9,,0.149500354079786,
149,0.9,0.9,,0.116231112444228,
105,0.6,0.9,,0.399042298483639,
174,0.9,0.9,,0.019264110961279,
121,0.6,0.9,,0.272404081444203,
121,0.6,0.9,,0.272404081444203,
113,0.6,0.9,,0.331240421219162,
173,0.9,0.9,,0.022604708237802,
125,0.6,0.9,,0.245810055865922,
58,0.3,0.9,,1,
141,0.9,0.9,,0.154522762391537,
117,0.6,0.9,,0.30081650193382,
126,0.6,0.9,,0.239425379090183,
41,0.9,0.9,,1,
58,0.3,0.9,,1,
90,0.3,0.9,,0.558659217877095,
157,0.9,0.9,,0.081841796249511,
174,0.9,0.9,,0.019264110961279,
132,0.9,0.9,,0.203148806500762,
138,0.9,0.9,,0.170026718484333,
63,0.3,0.9,,1,
132,0.9,0.9,,0.203148806500762,
133,0.9,0.9,,0.197420926618221,
161,0.9,0.9,,0.065928727575558,
51,0.3,0.9,,1,
113,0.6,0.9,,0.331240421219162,
